Website,LinkedIn page,Address,E-mail,Phone,Products/services,Revenue last three years,CEO,CEO LinkedIn URL,CEO Official email,CFO,CFO LinkedIn,CFO Official email,Procurement Head,Procurement Head LinkedIn,Procurement Head Official email,SWOT Strengths,SWOT Weaknesses,SWOT Opportunities,SWOT Threats,Close Competitors
http://example60.com,https://linkedin.com/company/example60,"60 Example St, City, Country",info@example60.com,123-456-7860,Product H; Product I,$60M; $61M; $62M,CEO H,https://linkedin.com/in/ceoH,ceoH@example60.com,CFO H,https://linkedin.com/in/cfoH,cfoH@example60.com,Procurement Head H,https://linkedin.com/in/procurementH,procurementH@example60.com,Strength 60; Strength 61,Weakness 60; Weakness 61,Opportunity 60; Opportunity 61,Threat 60; Threat 61,Competitor 60; Competitor 61
http://example61.com,https://linkedin.com/company/example61,"61 Example St, City, Country",info@example61.com,123-456-7861,Product I; Product J,$61M; $62M; $63M,CEO I,https://linkedin.com/in/ceoI,ceoI@example61.com,CFO I,https://linkedin.com/in/cfoI,cfoI@example61.com,Procurement Head I,https://linkedin.com/in/procurementI,procurementI@example61.com,Strength 61; Strength 62,Weakness 61; Weakness 62,Opportunity 61; Opportunity 62,Threat 61; Threat 62,Competitor 61; Competitor 62
http://example62.com,https://linkedin.com/company/example62,"62 Example St, City, Country",info@example62.com,123-456-7862,Product J; Product K,$62M; $63M; $64M,CEO J,https://linkedin.com/in/ceoJ,ceoJ@example62.com,CFO J,https://linkedin.com/in/cfoJ,cfoJ@example62.com,Procurement Head J,https://linkedin.com/in/procurementJ,procurementJ@example62.com,Strength 62; Strength 63,Weakness 62; Weakness 63,Opportunity 62; Opportunity 63,Threat 62; Threat 63,Competitor 62; Competitor 63
http://example63.com,https://linkedin.com/company/example63,"63 Example St, City, Country",info@example63.com,123-456-7863,Product K; Product L,$63M; $64M; $65M,CEO K,https://linkedin.com/in/ceoK,ceoK@example63.com,CFO K,https://linkedin.com/in/cfoK,cfoK@example63.com,Procurement Head K,https://linkedin.com/in/procurementK,procurementK@example63.com,Strength 63; Strength 64,Weakness 63; Weakness 64,Opportunity 63; Opportunity 64,Threat 63; Threat 64,Competitor 63; Competitor 64
http://example64.com,https://linkedin.com/company/example64,"64 Example St, City, Country",info@example64.com,123-456-7864,Product L; Product M,$64M; $65M; $66M,CEO L,https://linkedin.com/in/ceoL,ceoL@example64.com,CFO L,https://linkedin.com/in/cfoL,cfoL@example64.com,Procurement Head L,https://linkedin.com/in/procurementL,procurementL@example64.com,Strength 64; Strength 65,Weakness 64; Weakness 65,Opportunity 64; Opportunity 65,Threat 64; Threat 65,Competitor 64; Competitor 65
http://example65.com,https://linkedin.com/company/example65,"65 Example St, City, Country",info@example65.com,123-456-7865,Product M; Product N,$65M; $66M; $67M,CEO M,https://linkedin.com/in/ceoM,ceoM@example65.com,CFO M,https://linkedin.com/in/cfoM,cfoM@example65.com,Procurement Head M,https://linkedin.com/in/procurementM,procurementM@example65.com,Strength 65; Strength 66,Weakness 65; Weakness 66,Opportunity 65; Opportunity 66,Threat 65; Threat 66,Competitor 65; Competitor 66
http://example66.com,https://linkedin.com/company/example66,"66 Example St, City, Country",info@example66.com,123-456-7866,Product N; Product O,$66M; $67M; $68M,CEO N,https://linkedin.com/in/ceoN,ceoN@example66.com,CFO N,https://linkedin.com/in/cfoN,cfoN@example66.com,Procurement Head N,https://linkedin.com/in/procurementN,procurementN@example66.com,Strength 66; Strength 67,Weakness 66; Weakness 67,Opportunity 66; Opportunity 67,Threat 66; Threat 67,Competitor 66; Competitor 67
http://example67.com,https://linkedin.com/company/example67,"67 Example St, City, Country",info@example67.com,123-456-7867,Product O; Product P,$67M; $68M; $69M,CEO O,https://linkedin.com/in/ceoO,ceoO@example67.com,CFO O,https://linkedin.com/in/cfoO,cfoO@example67.com,Procurement Head O,https://linkedin.com/in/procurementO,procurementO@example67.com,Strength 67; Strength 68,Weakness 67; Weakness 68,Opportunity 67; Opportunity 68,Threat 67; Threat 68,Competitor 67; Competitor 68
http://example68.com,https://linkedin.com/company/example68,"68 Example St, City, Country",info@example68.com,123-456-7868,Product P; Product Q,$68M; $69M; $70M,CEO P,https://linkedin.com/in/ceoP,ceoP@example68.com,CFO P,https://linkedin.com/in/cfoP,cfoP@example68.com,Procurement Head P,https://linkedin.com/in/procurementP,procurementP@example68.com,Strength 68; Strength 69,Weakness 68; Weakness 69,Opportunity 68; Opportunity 69,Threat 68; Threat 69,Competitor 68; Competitor 69
http://example69.com,https://linkedin.com/company/example69,"69 Example St, City, Country",info@example69.com,123-456-7869,Product Q; Product R,$69M; $70M; $71M,CEO Q,https://linkedin.com/in/ceoQ,ceoQ@example69.com,CFO Q,https://linkedin.com/in/cfoQ,cfoQ@example69.com,Procurement Head Q,https://linkedin.com/in/procurementQ,procurementQ@example69.com,Strength 69; Strength 70,Weakness 69; Weakness 70,Opportunity 69; Opportunity 70,Threat 69; Threat 70,Competitor 69; Competitor 70
http://example70.com,https://linkedin.com/company/example70,"70 Example St, City, Country",info@example70.com,123-456-7870,Product R; Product S,$70M; $71M; $72M,CEO R,https://linkedin.com/in/ceoR,ceoR@example70.com,CFO R,https://linkedin.com/in/cfoR,cfoR@example70.com,Procurement Head R,https://linkedin.com/in/procurementR,procurementR@example70.com,Strength 70; Strength 71,Weakness 70; Weakness 71,Opportunity 70; Opportunity 71,Threat 70; Threat 71,Competitor 70; Competitor 71
http://example71.com,https://linkedin.com/company/example71,"71 Example St, City, Country",info@example71.com,123-456-7871,Product S; Product T,$71M; $72M; $73M,CEO S,https://linkedin.com/in/ceoS,ceoS@example71.com,CFO S,https://linkedin.com/in/cfoS,cfoS@example71.com,Procurement Head S,https://linkedin.com/in/procurementS,procurementS@example71.com,Strength 71; Strength 72,Weakness 71; Weakness 72,Opportunity 71; Opportunity 72,Threat 71; Threat 72,Competitor 71; Competitor 72
http://example72.com,https://linkedin.com/company/example72,"72 Example St, City, Country",info@example72.com,123-456-7872,Product T; Product U,$72M; $73M; $74M,CEO T,https://linkedin.com/in/ceoT,ceoT@example72.com,CFO T,https://linkedin.com/in/cfoT,cfoT@example72.com,Procurement Head T,https://linkedin.com/in/procurementT,procurementT@example72.com,Strength 72; Strength 73,Weakness 72; Weakness 73,Opportunity 72; Opportunity 73,Threat 72; Threat 73,Competitor 72; Competitor 73
http://example73.com,https://linkedin.com/company/example73,"73 Example St, City, Country",info@example73.com,123-456-7873,Product U; Product V,$73M; $74M; $75M,CEO U,https://linkedin.com/in/ceoU,ceoU@example73.com,CFO U,https://linkedin.com/in/cfoU,cfoU@example73.com,Procurement Head U,https://linkedin.com/in/procurementU,procurementU@example73.com,Strength 73; Strength 74,Weakness 73; Weakness 74,Opportunity 73; Opportunity 74,Threat 73; Threat 74,Competitor 73; Competitor 74
http://example74.com,https://linkedin.com/company/example74,"74 Example St, City, Country",info@example74.com,123-456-7874,Product V; Product W,$74M; $75M; $76M,CEO V,https://linkedin.com/in/ceoV,ceoV@example74.com,CFO V,https://linkedin.com/in/cfoV,cfoV@example74.com,Procurement Head V,https://linkedin.com/in/procurementV,procurementV@example74.com,Strength 74; Strength 75,Weakness 74; Weakness 75,Opportunity 74; Opportunity 75,Threat 74; Threat 75,Competitor 74; Competitor 75
http://example75.com,https://linkedin.com/company/example75,"75 Example St, City, Country",info@example75.com,123-456-7875,Product W; Product X,$75M; $76M; $77M,CEO W,https://linkedin.com/in/ceoW,ceoW@example75.com,CFO W,https://linkedin.com/in/cfoW,cfoW@example75.com,Procurement Head W,https://linkedin.com/in/procurementW,procurementW@example75.com,Strength 75; Strength 76,Weakness 75; Weakness 76,Opportunity 75; Opportunity 76,Threat 75; Threat 76,Competitor 75; Competitor 76
http://example76.com,https://linkedin.com/company/example76,"76 Example St, City, Country",info@example76.com,123-456-7876,Product X; Product Y,$76M; $77M; $78M,CEO X,https://linkedin.com/in/ceoX,ceoX@example76.com,CFO X,https://linkedin.com/in/cfoX,cfoX@example76.com,Procurement Head X,https://linkedin.com/in/procurementX,procurementX@example76.com,Strength 76; Strength 77,Weakness 76; Weakness 77,Opportunity 76; Opportunity 77,Threat 76; Threat 77,Competitor 76; Competitor 77
http://example77.com,https://linkedin.com/company/example77,"77 Example St, City, Country",info@example77.com,123-456-7877,Product Y; Product Z,$77M; $78M; $79M,CEO Y,https://linkedin.com/in/ceoY,ceoY@example77.com,CFO Y,https://linkedin.com/in/cfoY,cfoY@example77.com,Procurement Head Y,https://linkedin.com/in/procurementY,procurementY@example77.com,Strength 77; Strength 78,Weakness 77; Weakness 78,Opportunity 77; Opportunity 78,Threat 77; Threat 78,Competitor 77; Competitor 78
http://example78.com,https://linkedin.com/company/example78,"78 Example St, City, Country",info@example78.com,123-456-7878,Product @; Product A,$78M; $79M; $80M,CEO @,https://linkedin.com/in/ceo@,ceo@@example78.com,CFO @,https://linkedin.com/in/cfo@,cfo@@example78.com,Procurement Head @,https://linkedin.com/in/procurement@,procurement@@example78.com,Strength 78; Strength 79,Weakness 78; Weakness 79,Opportunity 78; Opportunity 79,Threat 78; Threat 79,Competitor 78; Competitor 79
http://example79.com,https://linkedin.com/company/example79,"79 Example St, City, Country",info@example79.com,123-456-7879,Product A; Product B,$79M; $80M; $81M,CEO A,https://linkedin.com/in/ceoA,ceoA@example79.com,CFO A,https://linkedin.com/in/cfoA,cfoA@example79.com,Procurement Head A,https://linkedin.com/in/procurementA,procurementA@example79.com,Strength 79; Strength 80,Weakness 79; Weakness 80,Opportunity 79; Opportunity 80,Threat 79; Threat 80,Competitor 79; Competitor 80
http://example80.com,https://linkedin.com/company/example80,"80 Example St, City, Country",info@example80.com,123-456-7880,Product B; Product C,$80M; $81M; $82M,CEO B,https://linkedin.com/in/ceoB,ceoB@example80.com,CFO B,https://linkedin.com/in/cfoB,cfoB@example80.com,Procurement Head B,https://linkedin.com/in/procurementB,procurementB@example80.com,Strength 80; Strength 81,Weakness 80; Weakness 81,Opportunity 80; Opportunity 81,Threat 80; Threat 81,Competitor 80; Competitor 81
http://example81.com,https://linkedin.com/company/example81,"81 Example St, City, Country",info@example81.com,123-456-7881,Product C; Product D,$81M; $82M; $83M,CEO C,https://linkedin.com/in/ceoC,ceoC@example81.com,CFO C,https://linkedin.com/in/cfoC,cfoC@example81.com,Procurement Head C,https://linkedin.com/in/procurementC,procurementC@example81.com,Strength 81; Strength 82,Weakness 81; Weakness 82,Opportunity 81; Opportunity 82,Threat 81; Threat 82,Competitor 81; Competitor 82
http://example82.com,https://linkedin.com/company/example82,"82 Example St, City, Country",info@example82.com,123-456-7882,Product D; Product E,$82M; $83M; $84M,CEO D,https://linkedin.com/in/ceoD,ceoD@example82.com,CFO D,https://linkedin.com/in/cfoD,cfoD@example82.com,Procurement Head D,https://linkedin.com/in/procurementD,procurementD@example82.com,Strength 82; Strength 83,Weakness 82; Weakness 83,Opportunity 82; Opportunity 83,Threat 82; Threat 83,Competitor 82; Competitor 83
http://example83.com,https://linkedin.com/company/example83,"83 Example St, City, Country",info@example83.com,123-456-7883,Product E; Product F,$83M; $84M; $85M,CEO E,https://linkedin.com/in/ceoE,ceoE@example83.com,CFO E,https://linkedin.com/in/cfoE,cfoE@example83.com,Procurement Head E,https://linkedin.com/in/procurementE,procurementE@example83.com,Strength 83; Strength 84,Weakness 83; Weakness 84,Opportunity 83; Opportunity 84,Threat 83; Threat 84,Competitor 83; Competitor 84
http://example84.com,https://linkedin.com/company/example84,"84 Example St, City, Country",info@example84.com,123-456-7884,Product F; Product G,$84M; $85M; $86M,CEO F,https://linkedin.com/in/ceoF,ceoF@example84.com,CFO F,https://linkedin.com/in/cfoF,cfoF@example84.com,Procurement Head F,https://linkedin.com/in/procurementF,procurementF@example84.com,Strength 84; Strength 85,Weakness 84; Weakness 85,Opportunity 84; Opportunity 85,Threat 84; Threat 85,Competitor 84; Competitor 85
http://example85.com,https://linkedin.com/company/example85,"85 Example St, City, Country",info@example85.com,123-456-7885,Product G; Product H,$85M; $86M; $87M,CEO G,https://linkedin.com/in/ceoG,ceoG@example85.com,CFO G,https://linkedin.com/in/cfoG,cfoG@example85.com,Procurement Head G,https://linkedin.com/in/procurementG,procurementG@example85.com,Strength 85; Strength 86,Weakness 85; Weakness 86,Opportunity 85; Opportunity 86,Threat 85; Threat 86,Competitor 85; Competitor 86
http://example86.com,https://linkedin.com/company/example86,"86 Example St, City, Country",info@example86.com,123-456-7886,Product H; Product I,$86M; $87M; $88M,CEO H,https://linkedin.com/in/ceoH,ceoH@example86.com,CFO H,https://linkedin.com/in/cfoH,cfoH@example86.com,Procurement Head H,https://linkedin.com/in/procurementH,procurementH@example86.com,Strength 86; Strength 87,Weakness 86; Weakness 87,Opportunity 86; Opportunity 87,Threat 86; Threat 87,Competitor 86; Competitor 87
http://example87.com,https://linkedin.com/company/example87,"87 Example St, City, Country",info@example87.com,123-456-7887,Product I; Product J,$87M; $88M; $89M,CEO I,https://linkedin.com/in/ceoI,ceoI@example87.com,CFO I,https://linkedin.com/in/cfoI,cfoI@example87.com,Procurement Head I,https://linkedin.com/in/procurementI,procurementI@example87.com,Strength 87; Strength 88,Weakness 87; Weakness 88,Opportunity 87; Opportunity 88,Threat 87; Threat 88,Competitor 87; Competitor 88
http://example88.com,https://linkedin.com/company/example88,"88 Example St, City, Country",info@example88.com,123-456-7888,Product J; Product K,$88M; $89M; $90M,CEO J,https://linkedin.com/in/ceoJ,ceoJ@example88.com,CFO J,https://linkedin.com/in/cfoJ,cfoJ@example88.com,Procurement Head J,https://linkedin.com/in/procurementJ,procurementJ@example88.com,Strength 88; Strength 89,Weakness 88; Weakness 89,Opportunity 88; Opportunity 89,Threat 88; Threat 89,Competitor 88; Competitor 89
http://example89.com,https://linkedin.com/company/example89,"89 Example St, City, Country",info@example89.com,123-456-7889,Product K; Product L,$89M; $90M; $91M,CEO K,https://linkedin.com/in/ceoK,ceoK@example89.com,CFO K,https://linkedin.com/in/cfoK,cfoK@example89.com,Procurement Head K,https://linkedin.com/in/procurementK,procurementK@example89.com,Strength 89; Strength 90,Weakness 89; Weakness 90,Opportunity 89; Opportunity 90,Threat 89; Threat 90,Competitor 89; Competitor 90
http://example90.com,https://linkedin.com/company/example90,"90 Example St, City, Country",info@example90.com,123-456-7890,Product L; Product M,$90M; $91M; $92M,CEO L,https://linkedin.com/in/ceoL,ceoL@example90.com,CFO L,https://linkedin.com/in/cfoL,cfoL@example90.com,Procurement Head L,https://linkedin.com/in/procurementL,procurementL@example90.com,Strength 90; Strength 91,Weakness 90; Weakness 91,Opportunity 90; Opportunity 91,Threat 90; Threat 91,Competitor 90; Competitor 91
http://example91.com,https://linkedin.com/company/example91,"91 Example St, City, Country",info@example91.com,123-456-7891,Product M; Product N,$91M; $92M; $93M,CEO M,https://linkedin.com/in/ceoM,ceoM@example91.com,CFO M,https://linkedin.com/in/cfoM,cfoM@example91.com,Procurement Head M,https://linkedin.com/in/procurementM,procurementM@example91.com,Strength 91; Strength 92,Weakness 91; Weakness 92,Opportunity 91; Opportunity 92,Threat 91; Threat 92,Competitor 91; Competitor 92
http://example92.com,https://linkedin.com/company/example92,"92 Example St, City, Country",info@example92.com,123-456-7892,Product N; Product O,$92M; $93M; $94M,CEO N,https://linkedin.com/in/ceoN,ceoN@example92.com,CFO N,https://linkedin.com/in/cfoN,cfoN@example92.com,Procurement Head N,https://linkedin.com/in/procurementN,procurementN@example92.com,Strength 92; Strength 93,Weakness 92; Weakness 93,Opportunity 92; Opportunity 93,Threat 92; Threat 93,Competitor 92; Competitor 93
http://example93.com,https://linkedin.com/company/example93,"93 Example St, City, Country",info@example93.com,123-456-7893,Product O; Product P,$93M; $94M; $95M,CEO O,https://linkedin.com/in/ceoO,ceoO@example93.com,CFO O,https://linkedin.com/in/cfoO,cfoO@example93.com,Procurement Head O,https://linkedin.com/in/procurementO,procurementO@example93.com,Strength 93; Strength 94,Weakness 93; Weakness 94,Opportunity 93; Opportunity 94,Threat 93; Threat 94,Competitor 93; Competitor 94
http://example94.com,https://linkedin.com/company/example94,"94 Example St, City, Country",info@example94.com,123-456-7894,Product P; Product Q,$94M; $95M; $96M,CEO P,https://linkedin.com/in/ceoP,ceoP@example94.com,CFO P,https://linkedin.com/in/cfoP,cfoP@example94.com,Procurement Head P,https://linkedin.com/in/procurementP,procurementP@example94.com,Strength 94; Strength 95,Weakness 94; Weakness 95,Opportunity 94; Opportunity 95,Threat 94; Threat 95,Competitor 94; Competitor 95
http://example95.com,https://linkedin.com/company/example95,"95 Example St, City, Country",info@example95.com,123-456-7895,Product Q; Product R,$95M; $96M; $97M,CEO Q,https://linkedin.com/in/ceoQ,ceoQ@example95.com,CFO Q,https://linkedin.com/in/cfoQ,cfoQ@example95.com,Procurement Head Q,https://linkedin.com/in/procurementQ,procurementQ@example95.com,Strength 95; Strength 96,Weakness 95; Weakness 96,Opportunity 95; Opportunity 96,Threat 95; Threat 96,Competitor 95; Competitor 96
http://example96.com,https://linkedin.com/company/example96,"96 Example St, City, Country",info@example96.com,123-456-7896,Product R; Product S,$96M; $97M; $98M,CEO R,https://linkedin.com/in/ceoR,ceoR@example96.com,CFO R,https://linkedin.com/in/cfoR,cfoR@example96.com,Procurement Head R,https://linkedin.com/in/procurementR,procurementR@example96.com,Strength 96; Strength 97,Weakness 96; Weakness 97,Opportunity 96; Opportunity 97,Threat 96; Threat 97,Competitor 96; Competitor 97
http://example97.com,https://linkedin.com/company/example97,"97 Example St, City, Country",info@example97.com,123-456-7897,Product S; Product T,$97M; $98M; $99M,CEO S,https://linkedin.com/in/ceoS,ceoS@example97.com,CFO S,https://linkedin.com/in/cfoS,cfoS@example97.com,Procurement Head S,https://linkedin.com/in/procurementS,procurementS@example97.com,Strength 97; Strength 98,Weakness 97; Weakness 98,Opportunity 97; Opportunity 98,Threat 97; Threat 98,Competitor 97; Competitor 98
http://example98.com,https://linkedin.com/company/example98,"98 Example St, City, Country",info@example98.com,123-456-7898,Product T; Product U,$98M; $99M; $100M,CEO T,https://linkedin.com/in/ceoT,ceoT@example98.com,CFO T,https://linkedin.com/in/cfoT,cfoT@example98.com,Procurement Head T,https://linkedin.com/in/procurementT,procurementT@example98.com,Strength 98; Strength 99,Weakness 98; Weakness 99,Opportunity 98; Opportunity 99,Threat 98; Threat 99,Competitor 98; Competitor 99
http://example99.com,https://linkedin.com/company/example99,"99 Example St, City, Country",info@example99.com,123-456-7899,Product U; Product V,$99M; $100M; $101M,CEO U,https://linkedin.com/in/ceoU,ceoU@example99.com,CFO U,https://linkedin.com/in/cfoU,cfoU@example99.com,Procurement Head U,https://linkedin.com/in/procurementU,procurementU@example99.com,Strength 99; Strength 100,Weakness 99; Weakness 100,Opportunity 99; Opportunity 100,Threat 99; Threat 100,Competitor 99; Competitor 100
http://example100.com,https://linkedin.com/company/example100,"100 Example St, City, Country",info@example100.com,123-456-78100,Product V; Product W,$100M; $101M; $102M,CEO V,https://linkedin.com/in/ceoV,ceoV@example100.com,CFO V,https://linkedin.com/in/cfoV,cfoV@example100.com,Procurement Head V,https://linkedin.com/in/procurementV,procurementV@example100.com,Strength 100; Strength 101,Weakness 100; Weakness 101,Opportunity 100; Opportunity 101,Threat 100; Threat 101,Competitor 100; Competitor 101
